id,name,email,gender,city,state,age,ssn,race,diabetes,asthma,depression,anxiety,migraines,arthritis,eczema,stroke,dementia,HIV
631,Teriann Baldinotti,tbaldinottihi@shinystat.com,Female,Johnson City,Tennessee,57,687-57-4211,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
632,Bronnie Buddell,bbuddellhj@prnewswire.com,Male,Fort Wayne,Indiana,50,316-91-4599,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
633,Anderea Vosse,avossehk@naver.com,Female,Jefferson City,Missouri,69,863-94-9724,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
634,Shaun Papworth,spapworthhl@theglobeandmail.com,Male,Austin,Texas,41,836-92-3266,Black or African American,Yes,No,No,Yes,No,No,No,No,No,No
635,May Faust,mfausthm@cbsnews.com,Female,Cincinnati,Ohio,49,622-36-8576,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
636,Cecilia Le Estut,clehn@uol.com.br,Female,Houston,Texas,73,341-76-2915,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
637,Althea Dumsday,adumsdayho@cornell.edu,Female,Little Rock,Arkansas,82,844-30-4488,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
638,Barr Moncrieffe,bmoncrieffehp@over-blog.com,Male,Hampton,Virginia,46,736-85-4289,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
639,Regine Scurr,rscurrhq@ed.gov,Female,Baltimore,Maryland,23,791-80-6900,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
640,Sarita Batrip,sbatriphr@newyorker.com,Female,Boston,Massachusetts,63,333-62-4069,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
641,Florella Yoselevitch,fyoselevitchhs@pcworld.com,Female,Trenton,New Jersey,64,545-37-5386,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
642,Sherill Janes,sjanesht@ameblo.jp,Female,Arlington,Virginia,79,446-30-0818,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
643,Marline McPhelim,mmcphelimhu@parallels.com,Female,Young America,Minnesota,81,585-74-8550,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
644,Anselma Gratton,agrattonhv@comsenz.com,Female,Tuscaloosa,Alabama,80,433-46-5802,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
645,Lucine Ipsly,lipslyhw@discuz.net,Female,Minneapolis,Minnesota,83,699-04-1124,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
646,Gery Grolle,ggrollehx@t-online.de,Male,Amarillo,Texas,85,176-85-1260,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
647,Giorgio Janosevic,gjanosevichy@desdev.cn,Male,Cheyenne,Wyoming,44,194-32-0796,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
648,Barris Russi,brussihz@yolasite.com,Male,Albany,New York,28,724-48-8959,Asian,Yes,No,No,Yes,No,No,No,No,No,No
649,Sheena Eskrick,seskricki0@last.fm,Female,Jamaica,New York,66,368-96-9441,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
650,Franky Dikles,fdiklesi1@wikipedia.org,Male,Johnson City,Tennessee,78,341-63-8016,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
651,Consalve Nenci,cnencii2@bluehost.com,Male,Cheyenne,Wyoming,79,408-40-0458,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
652,Benni Kardos,bkardosi3@weebly.com,Female,Washington,District of Columbia,69,387-34-9200,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
653,Free Kittless,fkittlessi4@seesaa.net,Male,Petaluma,California,78,578-54-9381,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
654,Archibaldo Hallowell,ahallowelli5@weather.com,Male,El Paso,Texas,48,709-37-5589,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
655,Gilles Leathe,gleathei6@cafepress.com,Male,Amarillo,Texas,29,716-07-2464,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
656,Trudy Attock,tattocki7@paginegialle.it,Female,Nashville,Tennessee,21,304-64-0946,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
657,Curt Lemm,clemmi8@pbs.org,Male,San Francisco,California,47,298-51-7235,Asian,Yes,No,No,Yes,No,No,No,No,No,No
658,Noemi Standall,nstandalli9@goo.ne.jp,Female,Honolulu,Hawaii,86,693-60-4417,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
659,Nada Hansmann,nhansmannia@businessinsider.com,Female,El Paso,Texas,54,722-92-3425,White,No,No,No,Yes,No,No,No,No,No,No
660,Mathew McWilliams,mmcwilliamsib@moonfruit.com,Male,Omaha,Nebraska,37,610-33-4548,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
661,Wenona Lenham,wlenhamic@domainmarket.com,Female,Charlotte,North Carolina,32,591-90-9627,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
662,Douglas Hardiker,dhardikerid@people.com.cn,Male,Columbus,Georgia,28,611-48-7795,Asian,Yes,No,No,Yes,No,No,No,No,No,No
663,Shawnee Alessandrucci,salessandrucciie@hexun.com,Female,Honolulu,Hawaii,34,534-81-0556,Asian,No,No,No,Yes,No,No,No,No,No,No
664,Chrysler Blindermann,cblindermannif@arizona.edu,Female,Portsmouth,New Hampshire,54,848-24-7252,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
665,Priscilla Relton,preltonig@answers.com,Female,Brooklyn,New York,63,287-33-8292,American Indian or Alaska Native,No,No,No,Yes,No,No,No,No,No,No
666,Carol Janouch,cjanouchih@friendfeed.com,Female,Tulsa,Oklahoma,47,148-27-5363,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
667,Griffie Corde,gcordeii@ca.gov,Male,Birmingham,Alabama,49,600-98-2378,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
668,Avrom Clayworth,aclayworthij@over-blog.com,Male,Laurel,Maryland,34,849-08-7054,Black or African American,Yes,No,No,Yes,No,No,No,No,No,No
669,Broderick Gilli,bgilliik@bigcartel.com,Male,Fort Wayne,Indiana,81,637-63-4385,Asian,No,No,No,Yes,No,No,No,No,No,No
670,Ambrose Byneth,abynethil@taobao.com,Male,Palm Bay,Florida,45,842-90-5113,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
671,Reeta De'Vere - Hunt,rdevereim@dell.com,Female,Atlanta,Georgia,72,481-13-2470,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
672,Guinna Shopcott,gshopcottin@biblegateway.com,Female,Muskegon,Michigan,65,129-45-4289,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
673,Jannel Nudd,jnuddio@issuu.com,Female,Atlanta,Georgia,67,411-84-2018,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
674,Garold Acklands,gacklandsip@macromedia.com,Male,Atlanta,Georgia,85,642-96-7418,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
675,Simonette Haggarth,shaggarthiq@gov.uk,Female,Cedar Rapids,Iowa,80,133-29-7753,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
676,Aldrich Daverin,adaverinir@typepad.com,Male,New York City,New York,46,707-55-2504,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
677,Chloette Kennard,ckennardis@psu.edu,Female,Appleton,Wisconsin,57,605-97-3976,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
678,Lucky Hehl,lhehlit@who.int,Female,Colorado Springs,Colorado,68,149-49-9446,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
679,Peterus Brandassi,pbrandassiiu@newsvine.com,Male,Northridge,California,43,444-19-1206,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
680,Lynde Roof,lroofiv@reverbnation.com,Female,Las Vegas,Nevada,66,431-18-8975,Asian,No,No,No,Yes,No,No,No,No,No,No
681,Boony Marchello,bmarchelloiw@howstuffworks.com,Male,Memphis,Tennessee,73,269-05-1330,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
682,Bria Skates,bskatesix@tumblr.com,Female,Pittsburgh,Pennsylvania,31,437-05-0510,American Indian or Alaska Native,No,No,No,Yes,No,No,No,No,No,No
683,Boote McQuaide,bmcquaideiy@kickstarter.com,Male,Everett,Washington,32,183-56-6455,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
684,Marlowe Denzilow,mdenzilowiz@mayoclinic.com,Male,Saginaw,Michigan,77,189-78-7127,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
685,Bathsheba Fall,bfallj0@spotify.com,Female,Pasadena,California,80,754-42-6770,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
686,Ibby Basil,ibasilj1@senate.gov,Female,New Orleans,Louisiana,45,348-43-1657,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
687,Obie Bastin,obastinj2@msu.edu,Male,Daytona Beach,Florida,27,341-35-3402,White,Yes,No,No,Yes,No,No,No,No,No,No
688,Hyacinthia Johl,hjohlj3@bbc.co.uk,Female,Baltimore,Maryland,69,453-56-8052,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
689,Griswold Waples,gwaplesj4@dagondesign.com,Male,Charlotte,North Carolina,35,616-58-5794,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
690,Shirleen Venmore,svenmorej5@exblog.jp,Female,Orange,California,29,362-40-5765,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
691,Andres Steele,asteelej6@craigslist.org,Male,Chattanooga,Tennessee,31,108-94-8783,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
692,Hillier McDiarmid,hmcdiarmidj7@utexas.edu,Male,Meridian,Mississippi,50,363-34-1987,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
693,Marlyn Laydel,mlaydelj8@nifty.com,Female,Los Angeles,California,58,697-97-4945,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
694,Dione Sellan,dsellanj9@phoca.cz,Female,Homestead,Florida,35,341-86-0730,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
695,Sheilah McRorie,smcrorieja@surveymonkey.com,Female,Pittsburgh,Pennsylvania,36,300-66-0342,Asian,Yes,No,No,Yes,No,No,No,No,No,No
696,Godwin Keoghane,gkeoghanejb@parallels.com,Male,Lubbock,Texas,69,157-25-7072,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
697,Danica Harbinson,dharbinsonjc@so-net.ne.jp,Female,Albuquerque,New Mexico,43,492-32-3536,American Indian or Alaska Native,Yes,No,No,Yes,No,No,No,No,No,No
698,Vivienne Wynes,vwynesjd@moonfruit.com,Female,San Francisco,California,22,397-53-4880,Asian,Yes,No,No,Yes,No,No,No,No,No,No
699,Hayyim Lehrian,hlehrianje@quantcast.com,Male,Spartanburg,South Carolina,70,374-96-6106,Asian,Yes,No,No,Yes,No,No,No,No,No,No
700,Trent Josskoviz,tjosskovizjf@360.cn,Male,San Diego,California,80,366-07-7795,Native Hawaiian or Other Pacific Islander,Yes,No,No,Yes,No,No,No,No,No,No
701,Anna-maria Izard,aizardjg@alexa.com,Female,Salt Lake City,Utah,53,723-70-9222,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
702,Vivian Casham,vcashamjh@cmu.edu,Female,Raleigh,North Carolina,63,130-70-7142,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
703,Carr Worrall,cworrallji@ycombinator.com,Male,Orlando,Florida,25,367-42-1809,Asian,No,No,No,Yes,No,No,No,No,No,No
704,Reggis Alker,ralkerjj@vk.com,Male,Atlanta,Georgia,50,198-73-2123,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
705,Viviyan Schulkins,vschulkinsjk@google.es,Female,Newton,Massachusetts,58,454-93-9877,Asian,Yes,No,No,Yes,No,No,No,No,No,No
706,Basil McIlherran,bmcilherranjl@shop-pro.jp,Male,Minneapolis,Minnesota,85,122-38-3413,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
707,Aguistin Dykes,adykesjm@cnn.com,Male,Waterbury,Connecticut,69,183-04-4452,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
708,Almeria Rottery,arotteryjn@forbes.com,Female,Raleigh,North Carolina,40,883-44-6074,Hispanic or Latino,Yes,No,No,Yes,No,No,No,No,No,No
709,Frasquito Spiteri,fspiterijo@irs.gov,Male,Midland,Texas,48,699-53-5256,White,Yes,No,No,Yes,No,No,No,No,No,No
710,Webster Kohter,wkohterjp@delicious.com,Male,Chicago,Illinois,65,289-41-4312,Hispanic or Latino,No,No,No,Yes,No,No,No,No,No,No
711,Wanda Hale,whalejq@mit.edu,Female,Peoria,Illinois,35,345-68-5666,American Indian or Alaska Native,No,No,No,Yes,No,No,No,No,No,No
712,Loren Bradneck,lbradneckjr@printfriendly.com,Male,Washington,District of Columbia,53,462-42-1933,Native Hawaiian or Other Pacific Islander,No,No,No,Yes,No,No,No,No,No,No
713,Selle MacGiolla,smacgiollajs@phoca.cz,Female,Louisville,Kentucky,35,336-17-8215,Hispanic or Latino,No,No,Yes,Yes,No,No,No,No,No,No
714,Dimitri Hellard,dhellardjt@eventbrite.com,Male,Knoxville,Tennessee,47,625-03-5997,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
715,Shanda Marzellano,smarzellanoju@foxnews.com,Female,Lubbock,Texas,24,298-15-6536,Black or African American,Yes,No,Yes,No,No,No,No,No,No,No
716,Heida Meegin,hmeeginjv@ebay.com,Female,Spokane,Washington,72,729-42-7669,Asian,No,No,Yes,No,No,No,No,No,No,No
717,Giordano Dairton,gdairtonjw@shutterfly.com,Male,Fort Worth,Texas,33,778-11-5693,Native Hawaiian or Other Pacific Islander,No,No,Yes,No,No,No,No,No,No,No
718,Aleen Tew,atewjx@bluehost.com,Female,Philadelphia,Pennsylvania,38,853-55-1748,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
719,Silvan Mold,smoldjy@storify.com,Male,Fresno,California,35,226-75-3252,Native Hawaiian or Other Pacific Islander,No,No,Yes,No,No,No,No,No,No,No
720,Jorry Fancy,jfancyjz@technorati.com,Female,Tulsa,Oklahoma,53,161-47-8041,White,Yes,No,Yes,No,No,No,No,No,No,No
721,Glyn Troup,gtroupk0@theglobeandmail.com,Male,Chicago,Illinois,47,670-38-7865,American Indian or Alaska Native,No,No,Yes,No,No,No,No,No,No,No
722,Kathleen Otham,kothamk1@arizona.edu,Female,New Orleans,Louisiana,21,396-93-2995,American Indian or Alaska Native,Yes,No,Yes,No,No,No,No,No,No,No
723,Rena Kleint,rkleintk2@acquirethisname.com,Female,El Paso,Texas,24,425-02-0577,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
724,Myrilla Baigrie,mbaigriek3@google.nl,Female,Houston,Texas,62,709-54-7677,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
725,Hiram Spencelayh,hspencelayhk4@wunderground.com,Male,Richmond,Virginia,44,539-74-2487,Asian,Yes,No,Yes,No,No,No,No,No,No,No
726,Terrill Cryer,tcryerk5@sbwire.com,Male,Birmingham,Alabama,70,592-53-7720,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
727,Orion Rouke,oroukek6@cocolog-nifty.com,Male,Homestead,Florida,64,747-39-0147,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
728,Kyla Sturdey,ksturdeyk7@shareasale.com,Female,Columbia,Missouri,45,497-61-1861,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
729,Kristien Tomkowicz,ktomkowiczk8@google.co.uk,Female,San Antonio,Texas,24,837-86-4992,Asian,No,No,Yes,No,No,No,No,No,No,No
730,Jaquenette Ruggles,jrugglesk9@diigo.com,Female,Salem,Oregon,29,619-79-5765,American Indian or Alaska Native,Yes,No,Yes,No,No,No,No,No,No,No
731,Phaidra Tocqueville,ptocquevilleka@cafepress.com,Female,Wichita,Kansas,60,182-71-6827,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
732,Rawley Dyott,rdyottkb@tinypic.com,Male,Mobile,Alabama,57,595-20-3710,Black or African American,Yes,No,Yes,No,No,No,No,No,No,No
733,Gallard Poulglais,gpoulglaiskc@ucoz.ru,Male,Corpus Christi,Texas,29,545-10-2434,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
734,Josh Paydon,jpaydonkd@infoseek.co.jp,Male,Washington,District of Columbia,65,264-43-5228,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
735,Riobard Worner,rwornerke@jalbum.net,Male,Pueblo,Colorado,39,653-47-0630,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
736,Claresta Walklott,cwalklottkf@barnesandnoble.com,Female,Atlanta,Georgia,30,151-36-3420,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
737,Bertina Kiwitz,bkiwitzkg@webmd.com,Female,Minneapolis,Minnesota,64,333-28-9982,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
738,Korey Densey,kdenseykh@cyberchimps.com,Male,San Jose,California,29,366-84-7987,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
739,Ezequiel Bartoli,ebartoliki@ocn.ne.jp,Male,Boise,Idaho,41,675-63-3814,American Indian or Alaska Native,No,No,Yes,No,No,No,No,No,No,No
740,Jackelyn Rosbottom,jrosbottomkj@simplemachines.org,Female,Berkeley,California,21,447-64-7038,Asian,No,No,Yes,No,No,No,No,No,No,No
741,Alida Shoard,ashoardkk@list-manage.com,Female,Wichita Falls,Texas,21,211-77-4577,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
742,Harwilll Vondra,hvondrakl@woothemes.com,Male,Boise,Idaho,30,794-28-7968,Asian,Yes,No,Yes,No,No,No,No,No,No,No
743,Bartholomew Lathwood,blathwoodkm@cbslocal.com,Male,Kingsport,Tennessee,51,193-96-5286,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
744,Beckie Blyden,bblydenkn@state.gov,Female,Aurora,Colorado,27,487-87-8095,Native Hawaiian or Other Pacific Islander,No,No,Yes,No,No,No,No,No,No,No
745,Petrina Bartelli,pbartelliko@dyndns.org,Female,Seattle,Washington,72,473-59-0353,American Indian or Alaska Native,Yes,No,Yes,No,No,No,No,No,No,No
746,Tamara Chater,tchaterkp@seesaa.net,Female,Birmingham,Alabama,73,225-23-6511,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
747,Erinn Brouard,ebrouardkq@hatena.ne.jp,Female,Tampa,Florida,46,756-15-8003,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
748,Lila Byrth,lbyrthkr@a8.net,Female,Roanoke,Virginia,83,370-28-4259,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
749,Christalle Zum Felde,czumks@washingtonpost.com,Female,Baltimore,Maryland,56,328-74-4653,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
750,Cullie Blitzer,cblitzerkt@squidoo.com,Male,Round Rock,Texas,49,835-71-7926,Asian,No,No,Yes,No,No,No,No,No,No,No
751,Gearard O'Gormally,gogormallyku@ca.gov,Male,Atlanta,Georgia,57,740-53-3744,Native Hawaiian or Other Pacific Islander,No,No,Yes,No,No,No,No,No,No,No
752,Rudyard Le Noire,rlekv@photobucket.com,Male,Arlington,Texas,80,888-17-8214,White,No,No,Yes,No,No,No,No,No,No,No
753,Chevalier De Gregario,cdekw@arstechnica.com,Male,Saint Petersburg,Florida,83,184-65-6509,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
754,Ellis Eagell,eeagellkx@usgs.gov,Male,Amarillo,Texas,58,701-20-3242,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
755,Robbie Lutton,rluttonky@hud.gov,Female,Indianapolis,Indiana,23,526-65-4908,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
756,Vitia Mowbray,vmowbraykz@msu.edu,Female,Las Vegas,Nevada,68,478-02-0401,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
757,Silas Pinchon,spinchonl0@un.org,Male,Van Nuys,California,24,301-60-6436,Asian,Yes,No,Yes,No,No,No,No,No,No,Yes
758,Vassily Killshaw,vkillshawl1@naver.com,Male,Juneau,Alaska,69,184-35-3754,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,No
759,Flem Juste,fjustel2@umn.edu,Male,Topeka,Kansas,73,103-21-0003,Asian,No,No,Yes,No,No,No,No,No,No,Yes
760,Clerissa Pattle,cpattlel3@moonfruit.com,Female,El Paso,Texas,82,766-72-3051,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,No,No,No,No,No
761,Mame Anthony,manthonyl4@so-net.ne.jp,Female,Oklahoma City,Oklahoma,24,415-67-3839,Black or African American,No,No,Yes,No,No,No,No,No,No,No
762,Wynnie Le Leu,wlel5@clickbank.net,Female,Wilmington,Delaware,35,123-12-2659,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,Yes
763,Earlie Greyes,egreyesl6@t.co,Male,Dayton,Ohio,23,693-93-0212,Asian,Yes,No,Yes,No,No,No,No,No,No,No
764,Mattie Westphalen,mwestphalenl7@latimes.com,Male,Southfield,Michigan,63,402-72-3108,Hispanic or Latino,No,No,Yes,No,No,No,No,No,No,No
765,Ranique Lindblad,rlindbladl8@phpbb.com,Female,Tucson,Arizona,79,373-03-8294,Asian,Yes,No,Yes,No,No,No,No,No,No,Yes
766,Davita O'Flaverty,doflavertyl9@google.com,Female,Albuquerque,New Mexico,65,793-59-2670,White,No,No,Yes,No,No,No,No,No,No,No
767,Mandy De Hooch,mdela@gmpg.org,Female,El Paso,Texas,42,487-04-6265,Hispanic or Latino,Yes,No,Yes,No,No,No,No,No,No,Yes
768,Dolley Atcock,datcocklb@dot.gov,Female,Washington,District of Columbia,64,558-43-6189,Native Hawaiian or Other Pacific Islander,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes
769,Aloin Le Friec,alelc@phoca.cz,Male,Spring,Texas,73,386-38-7746,Hispanic or Latino,Yes,Yes,Yes,No,No,No,No,No,No,No
770,Aleta Bushel,abushelld@cbslocal.com,Female,Huntsville,Texas,59,459-90-8811,Hispanic or Latino,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
771,Sidonia Blacktin,sblacktinle@washington.edu,Female,San Antonio,Texas,71,840-98-6187,Hispanic or Latino,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No
772,Kari Dinsale,kdinsalelf@netlog.com,Female,Oklahoma City,Oklahoma,57,766-66-8236,Hispanic or Latino,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
773,Carolus Thornhill,cthornhilllg@topsy.com,Male,Spokane,Washington,24,319-96-2387,Asian,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes
774,Cissiee Gateley,cgateleylh@columbia.edu,Female,Bloomington,Indiana,47,738-65-2246,Hispanic or Latino,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No
775,Hermann Gascone,hgasconeli@photobucket.com,Male,Great Neck,New York,56,818-10-6807,Hispanic or Latino,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No
776,Yulma Eddie,yeddielj@youtu.be,Male,Young America,Minnesota,61,605-09-3437,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No
777,Murry Dulson,mdulsonlk@businessweek.com,Male,Bakersfield,California,32,479-46-3564,Hispanic or Latino,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No
778,Emmi Dosdill,edosdillll@storify.com,Female,Cincinnati,Ohio,21,638-34-3307,Asian,No,Yes,Yes,Yes,No,No,No,No,No,No
779,Laurella Fray,lfraylm@free.fr,Female,Lehigh Acres,Florida,31,261-76-4431,Hispanic or Latino,No,No,Yes,No,Yes,No,Yes,Yes,No,No
780,Had Escott,hescottln@delicious.com,Male,Virginia Beach,Virginia,54,420-59-3397,Native Hawaiian or Other Pacific Islander,No,No,Yes,No,Yes,No,Yes,Yes,No,No
781,Julee Fricke,jfrickelo@51.la,Female,Houston,Texas,27,502-81-0058,Hispanic or Latino,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
782,Abraham Macklam,amacklamlp@fotki.com,Male,Huntsville,Alabama,54,724-62-4767,White,No,Yes,Yes,Yes,No,No,No,No,No,Yes
783,Cris McGonigle,cmcgoniglelq@live.com,Female,Oklahoma City,Oklahoma,46,510-07-9530,American Indian or Alaska Native,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
784,Donalt Beardsall,dbeardsalllr@desdev.cn,Male,Midland,Texas,65,516-67-3219,Hispanic or Latino,No,No,Yes,Yes,Yes,No,Yes,No,No,Yes
785,Darrel Rawstron,drawstronls@hibu.com,Male,Kissimmee,Florida,76,878-36-3661,Native Hawaiian or Other Pacific Islander,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
786,Happy MacTague,hmactaguelt@ustream.tv,Female,Kansas City,Missouri,44,834-66-1651,Hispanic or Latino,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
787,Fabiano Bazelle,fbazellelu@usa.gov,Male,El Paso,Texas,21,406-97-2848,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes
788,Gaile Scamwell,gscamwelllv@csmonitor.com,Male,Garland,Texas,73,357-16-9166,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes
789,Ford Chorlton,fchorltonlw@si.edu,Male,High Point,North Carolina,22,765-34-1349,Hispanic or Latino,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
790,Alma Bestwick,abestwicklx@blog.com,Female,Louisville,Kentucky,74,238-43-3286,Hispanic or Latino,No,Yes,Yes,No,No,Yes,No,Yes,No,No
791,Clarke Starkey,cstarkeyly@tuttocitta.it,Male,Huntington,West Virginia,48,199-87-8122,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No
792,Hamish Moralis,hmoralislz@msn.com,Male,Tacoma,Washington,56,672-74-4710,Hispanic or Latino,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes
793,Morgun Ferrao,mferraom0@amazonaws.com,Male,Philadelphia,Pennsylvania,79,290-25-0157,Hispanic or Latino,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
794,Isaac Gilluley,igilluleym1@xrea.com,Male,Austin,Texas,73,492-43-8838,Native Hawaiian or Other Pacific Islander,Yes,No,Yes,No,No,Yes,No,No,Yes,No
795,Cad Mowne,cmownem2@cnbc.com,Male,Baton Rouge,Louisiana,25,575-99-4490,Native Hawaiian or Other Pacific Islander,No,Yes,Yes,No,No,No,No,No,Yes,No
